Episodes,Status,Ratings,Scores,Rank,Popularity,Members,Favorites,titles,Genre,Studio
25,Finished Airing,R - 17+ (violence & profanity),8.08,463,152,867468,15914,Darker than Black: Kuro no Keiyakusha,Mystery,Bones
25,Finished Airing,R - 17+ (violence & profanity),8.08,463,152,867468,15914,Darker than Black: Kuro no Keiyakusha,Sci-Fi,Bones
74,Finished Airing,R+ - Mild Nudity,8.83,27,153,862659,39017,Monster,Drama,Madhouse
74,Finished Airing,R+ - Mild Nudity,8.83,27,153,862659,39017,Monster,Mystery,Madhouse
74,Finished Airing,R+ - Mild Nudity,8.83,27,153,862659,39017,Monster,Suspense,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.76,973,154,858520,3933,Overlord II,Action,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.76,973,154,858520,3933,Overlord II,Adventure,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.76,973,154,858520,3933,Overlord II,Fantasy,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.76,973,154,858520,3933,Overlord II,Supernatural,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.23,2839,155,853882,7869,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Horror,Lerche
13,Finished Airing,R - 17+ (violence & profanity),7.23,2839,155,853882,7869,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Mystery,Lerche
3,Finished Airing,PG-13 - Teens 13 or older,7.6,1340,156,850157,10277,Byousoku 5 Centimeter,Drama,CoMixWaveFilms
3,Finished Airing,PG-13 - Teens 13 or older,7.6,1340,156,850157,10277,Byousoku 5 Centimeter,Romance,CoMixWaveFilms
3,Finished Airing,PG-13 - Teens 13 or older,7.6,1340,156,850157,10277,Byousoku 5 Centimeter,SliceofLife,CoMixWaveFilms
14,Finished Airing,PG-13 - Teens 13 or older,7.84,825,157,848590,14545,Suzumiya Haruhi no Yuuutsu,Comedy,KyotoAnimation
14,Finished Airing,PG-13 - Teens 13 or older,7.84,825,157,848590,14545,Suzumiya Haruhi no Yuuutsu,Mystery,KyotoAnimation
14,Finished Airing,PG-13 - Teens 13 or older,7.84,825,157,848590,14545,Suzumiya Haruhi no Yuuutsu,Sci-Fi,KyotoAnimation
14,Finished Airing,PG-13 - Teens 13 or older,7.84,825,157,848590,14545,Suzumiya Haruhi no Yuuutsu,SliceofLife,KyotoAnimation
39,Finished Airing,R - 17+ (violence & profanity),8.58,80,158,847970,27477,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Action,DavidProduction
39,Finished Airing,R - 17+ (violence & profanity),8.58,80,158,847970,27477,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Adventure,DavidProduction
13,Finished Airing,R - 17+ (violence & profanity),7.11,3441,159,847336,3603,Black Bullet,Action,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),7.11,3441,159,847336,3603,Black Bullet,Action,Orange
13,Finished Airing,R - 17+ (violence & profanity),7.11,3441,159,847336,3603,Black Bullet,Mystery,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),7.11,3441,159,847336,3603,Black Bullet,Mystery,Orange
13,Finished Airing,R - 17+ (violence & profanity),7.11,3441,159,847336,3603,Black Bullet,Sci-Fi,KinemaCitrus
13,Finished Airing,R - 17+ (violence & profanity),7.11,3441,159,847336,3603,Black Bullet,Sci-Fi,Orange
12,Finished Airing,PG-13 - Teens 13 or older,7.86,774,160,844323,10351,Gekkan Shoujo Nozaki-kun,Comedy,DogaKobo
12,Finished Airing,PG-13 - Teens 13 or older,7.86,774,160,844323,10351,Gekkan Shoujo Nozaki-kun,Romance,DogaKobo
13,Finished Airing,PG-13 - Teens 13 or older,7.92,681,161,838767,10838,Plastic Memories,Drama,DogaKobo
13,Finished Airing,PG-13 - Teens 13 or older,7.92,681,161,838767,10838,Plastic Memories,Romance,DogaKobo
13,Finished Airing,PG-13 - Teens 13 or older,7.92,681,161,838767,10838,Plastic Memories,Sci-Fi,DogaKobo
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Action,SILVERLINK.
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Action,Nexus
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Fantasy,SILVERLINK.
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Fantasy,Nexus
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Romance,SILVERLINK.
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Romance,Nexus
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Ecchi,SILVERLINK.
12,Finished Airing,R - 17+ (violence & profanity),7.46,1810,162,834272,8101,Rakudai Kishi no Cavalry,Ecchi,Nexus
13,Finished Airing,R - 17+ (violence & profanity),8.38,173,163,833305,22321,Baccano!,Action,Brain'sBase
13,Finished Airing,R - 17+ (violence & profanity),8.38,173,163,833305,22321,Baccano!,Comedy,Brain'sBase
13,Finished Airing,R - 17+ (violence & profanity),8.38,173,163,833305,22321,Baccano!,Mystery,Brain'sBase
13,Finished Airing,R - 17+ (violence & profanity),8.38,173,163,833305,22321,Baccano!,Supernatural,Brain'sBase
12,Finished Airing,PG-13 - Teens 13 or older,8.92,19,164,832502,26579,Spy x Family,Action,WitStudio
12,Finished Airing,PG-13 - Teens 13 or older,8.92,19,164,832502,26579,Spy x Family,Action,CloverWorks
12,Finished Airing,PG-13 - Teens 13 or older,8.92,19,164,832502,26579,Spy x Family,Comedy,WitStudio
12,Finished Airing,PG-13 - Teens 13 or older,8.92,19,164,832502,26579,Spy x Family,Comedy,CloverWorks
12,Finished Airing,R+ - Mild Nudity,7.49,1720,165,830158,4376,High School DxD New,Action,TNK
12,Finished Airing,R+ - Mild Nudity,7.49,1720,165,830158,4376,High School DxD New,Comedy,TNK
12,Finished Airing,R+ - Mild Nudity,7.49,1720,165,830158,4376,High School DxD New,Romance,TNK
12,Finished Airing,R+ - Mild Nudity,7.49,1720,165,830158,4376,High School DxD New,Ecchi,TNK
11,Finished Airing,PG-13 - Teens 13 or older,8.18,352,166,826357,6624,Dr. Stone: Stone Wars,Adventure,TMSEntertainment
11,Finished Airing,PG-13 - Teens 13 or older,8.18,352,166,826357,6624,Dr. Stone: Stone Wars,Comedy,TMSEntertainment
11,Finished Airing,PG-13 - Teens 13 or older,8.18,352,166,826357,6624,Dr. Stone: Stone Wars,Sci-Fi,TMSEntertainment
11,Finished Airing,PG-13 - Teens 13 or older,7.95,629,167,825777,9909,Wotaku ni Koi wa Muzukashii,Romance,A-1Pictures
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Action,Madhouse
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Action,Satelight
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Action,Graphinica
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Horror,Madhouse
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Horror,Satelight
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Horror,Graphinica
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Supernatural,Madhouse
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Supernatural,Satelight
10,Finished Airing,R - 17+ (violence & profanity),8.36,187,168,823327,19447,Hellsing Ultimate,Supernatural,Graphinica
12,Finished Airing,PG-13 - Teens 13 or older,7.65,1214,169,812830,9246,Ao Haru Ride,Drama,ProductionI.G
12,Finished Airing,PG-13 - Teens 13 or older,7.65,1214,169,812830,9246,Ao Haru Ride,Romance,ProductionI.G
12,Finished Airing,PG-13 - Teens 13 or older,7.65,1214,169,812830,9246,Ao Haru Ride,SliceofLife,ProductionI.G
25,Finished Airing,PG-13 - Teens 13 or older,8.0,565,170,812749,11636,Kimi ni Todoke,Drama,ProductionI.G
25,Finished Airing,PG-13 - Teens 13 or older,8.0,565,170,812749,11636,Kimi ni Todoke,Romance,ProductionI.G
25,Finished Airing,PG-13 - Teens 13 or older,8.0,565,170,812749,11636,Kimi ni Todoke,SliceofLife,ProductionI.G
1,Finished Airing,PG-13 - Teens 13 or older,8.31,228,171,807782,10668,Tenki no Ko,Drama,CoMixWaveFilms
1,Finished Airing,PG-13 - Teens 13 or older,8.31,228,171,807782,10668,Tenki no Ko,Fantasy,CoMixWaveFilms
1,Finished Airing,PG-13 - Teens 13 or older,8.31,228,171,807782,10668,Tenki no Ko,Romance,CoMixWaveFilms
1,Finished Airing,PG-13 - Teens 13 or older,8.31,228,171,807782,10668,Tenki no Ko,SliceofLife,CoMixWaveFilms
11,Finished Airing,R - 17+ (violence & profanity),5.36,11384,172,807151,4486,Yakusoku no Neverland 2nd Season,Sci-Fi,CloverWorks
11,Finished Airing,R - 17+ (violence & profanity),5.36,11384,172,807151,4486,Yakusoku no Neverland 2nd Season,Suspense,CloverWorks
12,Finished Airing,PG-13 - Teens 13 or older,7.22,2892,173,802943,7668,"Kanojo, Okarishimasu",Comedy,TMSEntertainment
12,Finished Airing,PG-13 - Teens 13 or older,7.22,2892,173,802943,7668,"Kanojo, Okarishimasu",Comedy,StudioComet
12,Finished Airing,PG-13 - Teens 13 or older,7.22,2892,173,802943,7668,"Kanojo, Okarishimasu",Romance,TMSEntertainment
12,Finished Airing,PG-13 - Teens 13 or older,7.22,2892,173,802943,7668,"Kanojo, Okarishimasu",Romance,StudioComet
1,Finished Airing,R+ - Mild Nudity,8.55,91,174,794922,24470,Neon Genesis Evangelion: The End of Evangelion,AvantGarde,Gainax
1,Finished Airing,R+ - Mild Nudity,8.55,91,174,794922,24470,Neon Genesis Evangelion: The End of Evangelion,AvantGarde,ProductionI.G
1,Finished Airing,R+ - Mild Nudity,8.55,91,174,794922,24470,Neon Genesis Evangelion: The End of Evangelion,Drama,Gainax
1,Finished Airing,R+ - Mild Nudity,8.55,91,174,794922,24470,Neon Genesis Evangelion: The End of Evangelion,Drama,ProductionI.G
1,Finished Airing,R+ - Mild Nudity,8.55,91,174,794922,24470,Neon Genesis Evangelion: The End of Evangelion,Sci-Fi,Gainax
1,Finished Airing,R+ - Mild Nudity,8.55,91,174,794922,24470,Neon Genesis Evangelion: The End of Evangelion,Sci-Fi,ProductionI.G
26,Finished Airing,PG-13 - Teens 13 or older,8.46,130,175,791577,20943,Nichijou,Comedy,KyotoAnimation
12,Finished Airing,R - 17+ (violence & profanity),7.31,2444,176,791508,3266,Btooom!,Action,Madhouse
12,Finished Airing,R - 17+ (violence & profanity),7.31,2444,176,791508,3266,Btooom!,Sci-Fi,Madhouse
12,Finished Airing,PG-13 - Teens 13 or older,7.91,693,177,790583,19274,Yuri!!! on Ice,Sports,MAPPA
24,Finished Airing,PG-13 - Teens 13 or older,8.07,480,178,788557,10087,Mahoutsukai no Yome,Fantasy,WitStudio
24,Finished Airing,PG-13 - Teens 13 or older,8.07,480,178,788557,10087,Mahoutsukai no Yome,SliceofLife,WitStudio
12,Finished Airing,R - 17+ (violence & profanity),7.97,601,179,787421,10677,Youjo Senki,Action,Nut
12,Finished Airing,PG-13 - Teens 13 or older,7.68,1133,180,785805,12187,5-toubun no Hanayome,Comedy,TezukaProductions
12,Finished Airing,PG-13 - Teens 13 or older,7.68,1133,180,785805,12187,5-toubun no Hanayome,Romance,TezukaProductions
13,Finished Airing,PG-13 - Teens 13 or older,8.36,186,181,779369,4741,Haikyuu!! To the Top,Sports,ProductionI.G
12,Finished Airing,R - 17+ (violence & profanity),7.61,1334,182,778836,7040,Kekkai Sensen,Action,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.61,1334,182,778836,7040,Kekkai Sensen,Comedy,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.61,1334,182,778836,7040,Kekkai Sensen,Fantasy,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.61,1334,182,778836,7040,Kekkai Sensen,Supernatural,Bones
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1471,183,777348,5666,Kami no Tou,Action,TelecomAnimationFilm
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1471,183,777348,5666,Kami no Tou,Adventure,TelecomAnimationFilm
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1471,183,777348,5666,Kami no Tou,Drama,TelecomAnimationFilm
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1471,183,777348,5666,Kami no Tou,Fantasy,TelecomAnimationFilm
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1471,183,777348,5666,Kami no Tou,Mystery,TelecomAnimationFilm
1,Finished Airing,PG-13 - Teens 13 or older,8.57,87,184,776963,17320,Kimi no Suizou wo Tabetai,Drama,StudioVOLN
1,Finished Airing,PG-13 - Teens 13 or older,8.57,87,184,776963,17320,Kimi no Suizou wo Tabetai,Romance,StudioVOLN
1,Finished Airing,PG-13 - Teens 13 or older,8.57,87,184,776963,17320,Kimi no Suizou wo Tabetai,SliceofLife,StudioVOLN
1,Finished Airing,PG-13 - Teens 13 or older,8.22,306,185,773258,7220,No Game No Life: Zero,Drama,Madhouse
1,Finished Airing,PG-13 - Teens 13 or older,8.22,306,185,773258,7220,No Game No Life: Zero,Fantasy,Madhouse
1,Finished Airing,PG-13 - Teens 13 or older,8.22,306,185,773258,7220,No Game No Life: Zero,Romance,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),8.32,217,186,769175,8691,Fate/stay night: Unlimited Blade Works 2nd Season,Action,ufotable
13,Finished Airing,R - 17+ (violence & profanity),8.32,217,186,769175,8691,Fate/stay night: Unlimited Blade Works 2nd Season,Fantasy,ufotable
13,Finished Airing,R - 17+ (violence & profanity),8.32,217,186,769175,8691,Fate/stay night: Unlimited Blade Works 2nd Season,Supernatural,ufotable
25,Finished Airing,PG-13 - Teens 13 or older,8.23,298,187,768571,7362,Magi: The Kingdom of Magic,Action,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,8.23,298,187,768571,7362,Magi: The Kingdom of Magic,Adventure,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,8.23,298,187,768571,7362,Magi: The Kingdom of Magic,Fantasy,A-1Pictures
13,Finished Airing,PG-13 - Teens 13 or older,7.77,954,188,767821,7648,Kokoro Connect,Drama,SILVERLINK.
13,Finished Airing,PG-13 - Teens 13 or older,7.77,954,188,767821,7648,Kokoro Connect,Romance,SILVERLINK.
13,Finished Airing,PG-13 - Teens 13 or older,7.77,954,188,767821,7648,Kokoro Connect,Supernatural,SILVERLINK.
13,Finished Airing,PG-13 - Teens 13 or older,7.07,3619,189,766024,3769,The God of High School,Action,MAPPA
13,Finished Airing,PG-13 - Teens 13 or older,7.07,3619,189,766024,3769,The God of High School,Fantasy,MAPPA
13,Finished Airing,PG-13 - Teens 13 or older,7.07,3619,189,766024,3769,The God of High School,Sci-Fi,MAPPA
13,Finished Airing,PG-13 - Teens 13 or older,7.07,3619,189,766024,3769,The God of High School,Supernatural,MAPPA
23,Finished Airing,PG-13 - Teens 13 or older,8.52,106,190,765272,10606,Steins;Gate 0,Drama,WhiteFox
23,Finished Airing,PG-13 - Teens 13 or older,8.52,106,190,765272,10606,Steins;Gate 0,Sci-Fi,WhiteFox
23,Finished Airing,PG-13 - Teens 13 or older,8.52,106,190,765272,10606,Steins;Gate 0,Suspense,WhiteFox
1,Finished Airing,PG-13 - Teens 13 or older,7.92,677,191,761580,6408,Kotonoha no Niwa,Drama,CoMixWaveFilms
1,Finished Airing,PG-13 - Teens 13 or older,7.92,677,191,761580,6408,Kotonoha no Niwa,Romance,CoMixWaveFilms
1,Finished Airing,PG-13 - Teens 13 or older,7.92,677,191,761580,6408,Kotonoha no Niwa,SliceofLife,CoMixWaveFilms
25,Finished Airing,PG-13 - Teens 13 or older,8.23,297,192,758630,4203,Kuroko no Basket 2nd Season,Sports,ProductionI.G
